"placette";"periode";"massif";"xLamb2";"yLamb2";"annee";"alt";"VIpH";"VICN";"Abies_alba";"Carpinus_betulus";"Larix_decidua";"Quercus_robur";"Vaccinium_myrtillus";"mt1";"mt7";"mt13";"bh7"
"59C78";"new";"jura";936493;2272251;1988;760;6.583752094;11.7865083;0;1;0;0;0;-0.05;17.5;8.65;-23.02695
"59C80";"new";"jura";938875;2271607;1988;760;6.820519263;11.89782245;0;0;0;0;0;-0.3;17.05;8.25;-22.38605
"59C9";"new";"massif central";726650;2219025;1988;800;4.168341709;17.2932846;0;0;0;0;0;0.75;16.6;8.5;-36.22946
"59D1";"new";"vosges";916910;2329517;1988;580;4.625628141;19.45408862;0;1;0;1;1;0.05;17.35;8.6;-19.81982
"59D13";"new";"vosges";906571;2335315;1988;500;5.621021776;13.18230039;1;1;0;0;0;0.05;17.3;8.65;-18.26469
"59D19";"new";"vosges";940851;2317159;1988;525;5.960195715;9.558846866;1;1;0;0;0;-0.4;17;8.15;-7.93351
"59D20";"new";"vosges";931146;2313486;1988;600;5.725998413;11.1623909;0;1;0;0;0;0;17.7;8.75;-25.69087
"59D21";"new";"vosges";914407;2328714;1988;560;5.5892621;11.10552764;1;1;0;0;0;0;17.15;8.5;-17.52202
"59D25";"new";"vosges";925723;2320533;1988;530;5.972401068;11.09897975;1;1;0;0;0;0.15;17.85;8.9;-15.33913
"59D26";"new";"vosges";910376;2325604;1988;420;5.16038526;14.33901651;0;1;0;1;0;0.2;17.55;8.8;-29.8232
"59D29";"new";"vosges";930634;2325262;1988;810;5.459798995;15.13002513;0;0;0;0;0;-0.2;17.2;8.4;-9.05468
"59D3";"new";"vosges";918968;2324728;1988;460;4.446859296;18.17135678;1;1;0;0;1;0.25;17.95;9.1;-30.99153
"59D30";"new";"vosges";930640;2323815;1988;720;5.451277219;12.47043551;1;0;0;0;1;-0.35;17.05;8.3;-1.843758
"59D40";"new";"vosges";943391;2330227;1988;530;6.175030558;10.09520576;0;1;0;1;0;-0.25;16.9;8.25;-6.58036
"59D41";"new";"vosges";943391;2330227;1988;490;5.695786625;12.41065327;0;1;0;1;1;-0.25;16.9;8.25;-6.58036
"59D46";"new";"vosges";951143;2320883;1988;620;6.133249581;12.32004852;0;1;0;1;0;-0.05;17.45;8.7;-47.22228
"59D51";"new";"vosges";915605;2327331;1988;585;6.304779104;8.601813415;1;1;0;0;0;0.25;17.7;8.95;-25.32954
"59D54";"new";"vosges";921083;2336760;1988;450;5.643029965;10.02512563;1;1;0;1;0;0.1;17.7;8.85;-14.88841
"59D55";"new";"vosges";927040;2313034;1988;600;6.296890704;8.669221106;0;1;0;0;0;0;17.35;8.55;-23.02278
"59D56";"new";"vosges";920715;2331171;1988;340;5.77019714;9.393943401;1;1;0;1;0;0.1;17.6;8.8;-18.23576
"59D58";"new";"vosges";965135;2433068;1988;240;5.791457286;9.150982184;1;1;0;0;0;0.1;17.9;9.1;-52.82816
"59D62";"new";"vosges";921674;2317749;1988;315;6.016959799;8.483097305;0;1;0;1;0;0.3;18;9.1;-30.05928
"59D63";"new";"vosges";965370;2408335;1988;450;6.105348169;8.274874372;1;0;0;0;0;-0.05;16.75;8.25;-39.07231
"59D68";"new";"vosges";957524;2392800;1988;390;6.047670786;8.697774587;0;0;0;0;0;-0.15;16.85;8.4;-38.04845
"59D8";"new";"vosges";921821;2335575;1988;440;5.675640105;13.0178392;0;1;0;1;0;0.1;17.65;8.85;-9.344887
"59D9";"new";"vosges";921821;2335575;1988;430;6.140207617;11.03904136;0;1;0;1;0;0.1;17.65;8.85;-9.344887
"5A032";"new";"massif central";469485;2100811;1990;160;5.191708543;18.25778894;0;1;0;1;0;3.9;19.2;11.25;-75.81197
"5AF1";"old";"alpes";950897;1948281;1968;1350;7.822864322;23.88513999;0;0;1;0;0;-2.65;15.25;6.05;-78.92072
"5AF100";"old";"alpes";959738;1965157;1968;2200;5.908919598;35.41457286;0;0;1;0;1;-4.2;12.25;3.45;-69.52663
"5AF101";"old";"alpes";953679;1949886;1968;2100;6.029145729;27.89497487;0;0;1;0;1;-3.3;14.5;5.25;-56.20095
"5AF102";"old";"alpes";958481;1944033;1968;2080;5.479145729;30.92318737;0;0;1;0;1;-3.8;13.6;4.4;-78.806
"5AF103";"old";"alpes";959993;1946905;1968;2220;7.27701005;38.33165829;0;0;1;0;0;-3.15;14.45;5.25;-65.75212
"5AF104";"old";"alpes";955914;1948453;1968;2340;6.356504746;27.44120603;0;0;1;0;1;-4.3;13.2;4;-62.55038
"5AF105";"old";"alpes";954696;1955847;1968;2280;6.095477387;18.99246231;0;0;1;0;1;-3.9;13.5;4.3;-64.09198
"5AF106";"old";"alpes";960177;1949254;1968;2000;6.920371086;12.57487437;0;0;1;0;0;-3.1;14.5;5.35;-87.00328
"5AF107";"old";"alpes";944681;1938023;1968;1630;6.771955013;20.18090452;0;0;1;0;0;-2.75;15;5.95;-69.39761
"5AF108";"old";"alpes";960279;1947478;1968;1830;7.094400574;23.97581658;0;0;1;0;0;-3.15;14.45;5.25;-72.45012
"5AF11";"old";"alpes";930583;1941717;1968;980;7.539572864;38.9798995;0;0;0;0;0;-1.45;15.9;6.95;-73.85124
"5AF110";"old";"alpes";961212;1946529;1968;1870;6.570133275;19.61669458;0;0;1;0;0;-2.9;14.6;5.45;-73.59284
"5AF111";"old";"alpes";961372;1943754;1968;1980;6.272054718;16.95770519;0;0;1;0;1;-3.4;13.8;4.7;-68.72917
"5AF112";"old";"alpes";945532;1937067;1968;1950;6.438190955;19.60469012;0;0;1;0;0;-3.5;14;4.9;-56.66559
"5AF113";"old";"alpes";955388;1945082;1968;1800;6.741785852;19.17252931;0;0;1;0;0;-3.2;14.45;5.25;-86.59293
"5AF114";"old";"alpes";954668;1950722;1968;1930;6.280216874;14.89328998;0;0;1;0;0;-3.15;14.55;5.35;-53.43665
"5AF115";"old";"alpes";961782;1946340;1968;1890;6.553946202;25.09182275;0;0;1;0;0;-2.95;14.4;5.3;-73.59284
"5AF116";"old";"alpes";951944;1929627;1968;2050;6.277428811;22.09861809;0;0;1;0;0;-4.2;12.3;3.35;-43.077
"5AF117";"old";"alpes";947511;1963238;1968;2150;6.241564968;28.3919598;0;0;1;0;0;-4.45;12.95;3.65;-65.61022
"5AF12";"old";"alpes";919687;1948723;1968;800;7.62171971;28.3919598;0;0;0;0;0;0.7;18.05;9.2;-94.81853
"5AF122";"old";"alpes";958561;1941253;1968;1950;6.120524497;16.69660804;0;0;1;0;1;-3.75;13.4;4.25;-64.1484
"5AF13";"old";"alpes";938722;1941818;1968;1210;7.840368509;33.33094042;0;0;0;0;0;-1.45;16.2;7.25;-83.97778
"5AF14";"old";"alpes";944384;1967965;1968;1630;7.844124468;29.90452261;0;0;0;0;0;-2.3;15.8;6.4;-75.21017
"5AF17";"old";"alpes";949149;1953863;1968;1960;7.980692938;40.62751256;0;0;0;0;0;-3.4;14.2;5;-70.03242
"5AF18";"old";"alpes";950140;1946122;1968;1320;7.539243838;34.50703518;0;0;0;0;0;-2.15;16;6.75;-93.3089
"5AF2";"old";"alpes";941002;1935148;1968;1460;7.377198492;19.4812156;0;0;1;0;0;-2.6;14.6;5.7;-65.52177
"5AF20";"old";"alpes";950813;1952620;1968;1330;7.506226786;34.35122983;0;0;1;0;0;-2.7;15.1;5.85;-77.47648
"5AF21";"old";"alpes";952548;1944476;1968;1580;6.859475951;27.17508596;1;0;1;0;0;-1.95;16;6.85;-97.86354
"5AF22";"old";"alpes";951457;1951097;1968;1550;7.003285659;26.64367291;1;0;1;0;0;-2.4;15.5;6.3;-85.29161
"5AF23";"old";"alpes";950575;1952607;1968;1400;7.212730318;26.12311558;0;0;1;0;0;-2.7;15.1;5.85;-77.47648
"5AF24";"old";"alpes";952210;1950471;1968;1350;7.358256801;30.85527638;0;0;0;0;0;-2.55;15.4;6.2;-65.38363
"5AF25";"old";"alpes";952735;1951058;1968;1550;6.461354391;31.0281407;1;0;1;0;0;-2.65;15.15;6;-90.45055
"5AF26";"old";"alpes";950083;1948570;1968;1550;7.482914573;29.36032012;1;0;0;0;0;-2.7;15.25;6;-78.92072
"5AF27";"old";"alpes";944227;1939000;1968;1350;7.394472362;22.19553651;0;0;1;0;0;-1.75;16.25;7.15;-76.53886
"5AF28";"old";"alpes";951009;1946283;1968;1350;6.974670651;26.37097251;0;0;1;0;0;-2.1;16.05;6.85;-93.8262
"5AF29";"old";"alpes";950970;1948397;1968;1450;7.066164154;25.69867193;0;0;1;0;0;-2.65;15.25;6.05;-78.92072
"5AF3";"old";"alpes";941058;1937045;1968;1390;7.408892288;26.95797168;1;0;1;0;0;-2.25;15.15;6.2;-72.59329
"5AF30";"old";"alpes";941002;1943947;1968;1420;7.532663317;21.38797435;0;0;1;0;0;-2.55;15.1;5.95;-92.68695
"5AF31";"old";"alpes";948366;1945021;1968;1420;7.260345847;22.12562814;0;0;0;0;0;-2.55;15.5;6.25;-98.83035
"5AF32";"old";"alpes";949621;1945425;1968;1400;7.753768844;27.82332716;0;0;1;0;0;-1.75;16.4;7.25;-100.3285
"5AF33";"old";"alpes";941482;1938070;1968;1340;6.83725077;27.76687006;1;0;1;0;0;-2.1;15.45;6.55;-74.8003
"5AF34";"old";"alpes";941986;1941996;1968;1190;7.307463242;22.19211442;0;0;0;0;0;-1.5;16.5;7.45;-99.08392
"5AF35";"old";"alpes";922938;1945995;1968;1100;6.798448766;17.25628141;1;0;0;0;0;-0.6;16.75;7.75;-68.41489
"5AF36";"old";"alpes";922339;1949861;1968;1350;6.246934673;18.77168451;0;0;0;0;0;-0.5;16.6;7.65;-90.69
"5AF37";"old";"alpes";936447;1939580;1968;1250;6.367607267;18.65894691;1;0;0;0;0;-2.55;14.75;5.8;-48.28526
"5AF38";"old";"alpes";923688;1945365;1968;1450;6.13402539;17.09737879;1;0;0;0;0;-1.35;15.95;6.9;-59.07484
"5AF39";"old";"alpes";927692;1952701;1968;1160;6.564725803;19.66698357;1;0;0;0;0;-0.25;16.8;7.85;-66.00317
"5AF4";"old";"alpes";950248;1948467;1968;1500;7.641005025;28.22089615;0;0;0;0;0;-2.75;15.25;6.05;-78.92072
"5AF42";"old";"alpes";936618;1939366;1968;1420;6.210836793;14.39475154;1;0;0;0;0;-3.15;14.15;5.15;-48.28526
"5AF43";"old";"alpes";923239;1944785;1968;1500;6.382674241;18.13843025;1;0;1;0;0;-1.35;15.95;6.85;-47.92532
"5AF44";"old";"alpes";921289;1947023;1968;1150;7.243613903;26.30973047;1;0;0;0;0;0.25;17.75;8.75;-82.19882
"5AF45";"old";"alpes";922555;1950318;1968;1340;7.196910478;22.97266332;0;0;0;0;0;-1.2;15.8;6.85;-93.59779
"5AF46";"old";"alpes";932807;1941946;1968;1200;7.103917021;20.37297599;1;0;1;0;0;-1.6;15.8;6.8;-61.08364
"5AF47";"old";"alpes";931434;1936194;1968;1470;6.523241206;17.87004467;0;0;1;0;0;-3.6;13.5;4.45;-55.37725
"5AF48";"old";"alpes";930962;1936058;1968;1500;6.272613065;17.89662599;0;0;1;0;1;-3.6;13.5;4.45;-48.73045
"5AF49";"old";"alpes";949535;1952660;1968;1730;6.085864103;22.59380235;1;0;1;0;0;-2.95;14.8;5.6;-70.7075
"5AF5";"old";"alpes";945919;1934416;1968;1730;7.869636645;25.05567839;0;0;0;0;0;-3.7;13.4;4.35;-79.76657
"5AF50";"old";"alpes";949223;1952531;1968;1830;6.363567839;19.94681742;1;0;1;0;0;-3.5;14.25;5;-70.7075
"5AF51";"old";"alpes";949512;1951656;1968;1930;6.166108319;24.14237856;1;0;0;0;1;-2.8;15;5.8;-82.9545
"5AF52";"old";"alpes";949982;1951794;1968;1730;6.265764305;21.89075814;1;0;1;0;0;-2.8;15;5.8;-80.99985
"5AF54";"old";"alpes";951732;1946212;1968;1750;5.884321608;22.55778894;1;0;0;0;1;-2.25;15.75;6.6;-93.8262
"5AF55";"old";"alpes";940333;1934221;1968;1780;5.848227625;17.12092722;1;0;0;0;1;-3.05;13.85;5;-60.2981
"5AF56";"old";"alpes";940179;1934101;1968;1900;6.144512887;18.32621441;1;0;1;0;0;-3.05;13.85;5;-60.2981
"5AF57";"old";"alpes";940412;1934225;1968;1670;6.2805331;15.8701005;1;0;1;0;0;-3.05;13.85;5;-60.2981
"5AF6";"old";"alpes";940333;1941572;1968;1160;7.282077052;26.46958933;0;0;0;0;0;-1.35;16.45;7.5;-92.44193
"5AF61";"old";"alpes";946860;1967768;1968;1900;5.874371859;21.65488155;1;0;1;0;1;-3.75;13.9;4.6;-74.1451
"5AF62";"old";"alpes";956657;1943818;1968;2000;6.063381423;21.72948074;1;0;1;0;1;-3.55;13.9;4.7;-66.8583
"5AF63";"old";"alpes";932261;1935681;1968;1670;6.067092218;17.36385632;0;0;1;0;1;-3.7;13.35;4.3;-43.23147
"5AF64";"old";"alpes";927760;1952927;1968;1260;6.17839196;16.64644652;1;0;0;0;0;-0.25;16.8;7.85;-66.00317
"5AF65";"old";"alpes";936576;1940143;1968;1300;5.365829146;21.22079146;1;0;0;0;0;-2.3;15.15;6.15;-51.58112
"5AF66";"old";"alpes";941344;1933274;1968;1720;5.588235294;19.20854271;1;0;1;0;0;-3.1;13.8;4.85;-55.48174
"5AF67";"old";"alpes";939015;1934929;1968;1600;6.318208691;18.53329146;1;0;1;0;0;-3.5;13.4;4.5;-53.35764
"5AF68";"old";"alpes";955540;1945202;1968;1700;6.173209799;20.97873985;1;0;0;0;0;-3.55;14.05;4.8;-86.59293
"5AF7";"old";"alpes";949377;1944075;1968;1250;7.081239531;28.27041457;0;0;0;0;0;-1.6;16.65;7.5;-99.01761
"5AF8";"old";"alpes";936340;1941578;1968;1160;7.89436312;29.09913202;0;0;0;0;0;-1.65;15.8;6.85;-72.0569
"5AF81";"old";"alpes";939854;1934195;1968;1900;5.501256281;25.9718593;0;0;1;0;1;-3.05;13.85;5;-53.35764
"5AF82";"old";"alpes";954916;1944944;1968;1800;5.568377602;22.57579564;1;0;0;0;1;-3.2;14.45;5.25;-73.00272
"5AF83";"old";"alpes";930543;1934922;1968;1675;5.623653984;21.34585973;0;0;1;0;1;-4;13.1;4;-30.75448
"5AF84";"old";"alpes";930050;1936678;1968;1500;5.780642342;23.02596315;0;0;1;0;1;-3.25;13.9;4.8;-48.73045
"5AF85";"old";"alpes";947617;1967031;1968;2000;5.364792714;25.69926556;0;0;1;0;1;-4.15;13.3;4;-62.8026
"5AF86";"old";"alpes";955871;1944998;1968;1760;6.05094919;26.95142379;1;0;1;0;1;-3.55;14.05;4.8;-86.59293
"5AF87";"old";"alpes";954385;1944468;1968;1800;5.93228045;24.80262423;1;0;0;0;0;-2.4;15.35;6.2;-73.00272
"5AF9";"old";"alpes";935697;1941655;1968;1082;7.150993061;30.99629728;0;0;0;0;0;-1.65;15.8;6.85;-62.55653
"5AF99";"old";"alpes";958675;1947609;1968;2100;6.245513281;22.66582915;0;0;1;0;1;-3.3;14.4;5.15;-65.54443
"5B0105";"old";"alpes";850750;1870331;1952;550;8.136451488;19.17252931;0;0;0;0;0;3.95;20.85;11.85;-129.1802
"5B0106";"old";"alpes";843557;1870718;1952;560;8.161432161;24.2;0;0;0;0;0;3.9;20.95;11.8;-128.0287
"5B0107";"old";"alpes";850114;1870083;1952;530;8.22361809;17.01172529;0;0;0;0;0;3.85;20.8;11.8;-129.1802
"5B0108";"old";"alpes";851820;1871820;1952;650;8.29501675;19.77275265;0;0;0;0;0;3.1;20;10.95;-128.1231
"5B017";"old";"alpes";844033;1868843;1952;200;7.811954509;16.23743719;0;0;0;0;0;4.45;21.45;12.4;-130.1567
"5B018";"old";"alpes";841048;1868840;1952;320;7.909069155;20.97319933;0;0;0;0;0;4.3;21.35;12.25;-130.3784
"5B019";"old";"alpes";843003;1868358;1952;280;7.898101619;8.224455611;0;0;0;0;0;4.65;21.7;12.65;-130.548
"5B020";"old";"alpes";845514;1872241;1952;750;7.518844221;10.67336683;0;0;0;0;0;3.4;20.4;11.2;-113.8228
"5B021";"old";"alpes";843990;1869955;1952;500;8.055946399;24.2;0;0;0;0;0;4.1;21.2;12;-131.5301
"5B022";"old";"alpes";843646;1870498;1952;550;7.67839196;29.41834171;0;0;0;0;0;4.1;21.2;12;-128.0287
"5B023";"old";"alpes";843452;1867151;1952;230;7.883322864;14.64924623;0;0;0;0;0;4.85;21.9;12.85;-128.8798
"5B024";"old";"alpes";856928;1871135;1952;630;7.968371268;21.24468496;0;0;0;0;0;3.7;20.7;11.6;-130.472
"5B025";"old";"alpes";853479;1870662;1952;650;8.100309239;18.66834171;0;0;0;0;0;3.6;20.6;11.5;-133.6151
"5B026";"old";"alpes";848804;1870588;1952;600;8.048576214;18.0201005;0;0;0;0;0;3.4;20.3;11.2;-131.4243
"5B052";"old";"alpes";844476;1871978;1952;690;7.618437013;19.94081519;0;0;0;0;0;3.75;20.85;11.7;-113.2701
"5B053";"old";"alpes";846950;1872631;1952;750;7.602270612;15.95833333;0;0;0;0;0;3.2;20.25;11;-114.0009
"5B054";"old";"alpes";845984;1872593;1952;800;7.509343593;17.1408768;0;0;0;0;0;3.35;20.5;11.25;-114.0009
"5B055";"old";"alpes";851181;1873688;1952;970;7.422110553;19.83517588;0;0;0;0;0;2.95;20;10.75;-121.0328
"5B056";"old";"alpes";852321;1873399;1952;1000;7.633715452;17.54935391;0;0;0;0;0;2.9;19.8;10.7;-122.5462
"5B057";"old";"alpes";852540;1873965;1952;900;7.388944724;15.37111483;0;0;0;0;0;3.1;19.9;10.8;-122.5462
"5B058";"old";"alpes";855755;1874205;1952;850;7.226402282;18.94161986;0;0;0;0;0;3.25;20.1;11;-109.1564
"5B059";"old";"alpes";858264;1873973;1952;850;7.461264657;24.75788031;0;0;0;0;0;3.25;20.15;11;-126.5773
"5B060";"old";"alpes";859229;1874013;1952;830;7.722941631;23.18638648;0;0;0;0;0;3.25;20.15;11.05;-107.453
"5B061";"old";"alpes";862577;1874930;1952;700;7.720815617;21.30828053;0;0;0;0;0;3.5;20.65;11.5;-125.6038
"5B062";"old";"alpes";845536;1871685;1952;760;7.866624791;23.20603015;0;0;0;0;0;3.4;20.4;11.2;-125.6976
"5B063";"old";"alpes";855715;1875205;1952;550;7.872825667;24.2;0;0;0;0;0;3.45;20.4;11.3;-105.0167
"5B064";"old";"alpes";861361;1875102;1952;640;8.05318258;26.54545455;0;0;0;0;0;3.4;20.5;11.35;-113.3446
"5B065";"old";"alpes";860538;1875514;1952;550;7.938023451;28.5;0;0;0;0;0;3.7;20.8;11.6;-109.9543
"5B066";"old";"alpes";862706;1875715;1952;540;7.912227806;28.5;0;0;0;0;0;3.7;20.85;11.7;-114.3494
"5B082";"old";"alpes";849293;1872500;1952;900;7.06281407;21.95276382;0;0;0;0;0;3.1;20.1;10.9;-120.6879
"5B084";"old";"alpes";850801;1873116;1952;870;7.526740847;21.95276382;0;0;0;0;0;2.85;19.75;10.6;-115.0869
"5B085";"old";"alpes";852943;1873981;1952;900;6.975951184;13.19984538;0;0;0;0;0;3.1;19.9;10.8;-102.1815
"5B086";"old";"alpes";855693;1873757;1952;1000;7.008401382;15.80713914;0;0;0;0;0;3.25;20.1;11;-127.812
"5B087";"old";"alpes";858197;1873636;1952;950;7.048394145;16.0861809;0;0;0;0;0;3.25;20.15;11;-126.5773
"5C7342";"new";"vosges";949932;2348660;1986;835;3.034547739;31.58514796;0;0;0;0;1;-0.9;15.15;6.85;13.05431
"5C7348";"new";"vosges";952508;2356725;1986;1240;3.023031826;29.82735104;1;0;0;0;1;-1.45;13.95;5.9;10.53342
"5C7353";"new";"vosges";951317;2354202;1986;1190;3.386934673;29.6385775;0;0;0;0;1;-1.25;14.35;6.25;9.791855
"5C7355";"new";"vosges";944897;2345353;1986;1060;3.256281407;31.32104969;1;0;0;0;1;-0.95;15.25;6.95;13.66666
"5C7357";"new";"vosges";942310;2339743;1986;1020;3.357453936;27.61407035;1;0;0;0;1;-0.7;15.95;7.45;10.30564
"5C7358";"new";"vosges";943315;2349382;1986;905;3.027638191;29.62951119;1;0;0;0;1;-0.9;15.35;7.05;17.55318
"5C7360";"new";"vosges";947285;2347945;1986;1090;3;28.30552764;1;0;0;0;1;-1.15;14.7;6.55;19.69499
"5C7365";"new";"vosges";942277;2347985;1986;860;3;29.04020101;1;0;0;0;1;-0.9;15.5;7.1;14.04438
"5CA23";"new";"corse";1177540;1803811;1991;3;7.297738693;23.27805695;0;0;0;0;0;9.3;24.05;16;-148.0975
"5CC35";"new";"alpes";953700;1973387;1991;1770;8.5;45.17420436;0;0;1;0;0;-3.05;13.75;4.85;-80.61174
"5D41001";"new";"massif central";726956;2218920;1993;760;3.832600503;23.47613065;0;0;0;0;1;0.75;16.6;8.5;-41.85278
"5D41002";"new";"massif central";729930;2222208;1993;850;3.841429369;20.39698492;0;0;0;0;0;0.4;16.45;8.3;-32.41035
"5D41006";"new";"massif central";728553;2226070;1993;680;5.333891681;9.256839754;0;0;0;0;0;0.4;16.45;8.25;-31.28921
"5D41010";"new";"massif central";729121;2213852;1993;670;5.404522613;9.376884422;0;0;0;0;0;1.3;17.65;9.3;-57.26773
"5D41014";"new";"massif central";728652;2214398;1993;700;5.238693467;19.13978986;0;0;0;0;0;1.3;17.65;9.3;-49.93907
"5D41016";"new";"massif central";732231;2224816;1993;720;5.866834171;16.44860667;0;0;0;0;0;0.4;16.7;8.4;-35.6129
"5D41017";"new";"massif central";723964;2220080;1993;770;4.867113345;15.23806533;0;0;0;0;0;1;16.8;8.7;-46.77911
"5D41026";"new";"massif central";723073;2215281;1993;460;5.793969849;10.45728643;0;0;0;0;0;1.6;17.6;9.35;-52.65844
"5D41034";"new";"massif central";729251;2218413;1993;610;5.47361809;12.20557332;0;1;0;0;0;0.95;17.05;8.85;-39.27042
"5D41035";"new";"massif central";726612;2210018;1993;360;5.745393635;10.0417472;0;1;0;0;0;1.8;18.2;9.8;-59.84837
"5D41036";"new";"massif central";724898;2215430;1993;550;6.468592965;7.552205472;0;1;0;0;0;1.45;17.55;9.3;-51.21354
"5D41039";"new";"massif central";717376;2210608;1993;500;5.745393635;9.837855946;0;1;0;1;0;2.05;18;9.7;-65.50639
"5D41042";"new";"massif central";720833;2194111;1993;270;6.129038047;10.02512563;0;1;0;1;0;2.35;18.9;10.35;-73.25427
"5D41045";"new";"massif central";716435;2208032;1993;380;6.280440665;8.745264785;0;1;0;0;0;2.3;18.4;10.05;-70.77342
"5D41046";"new";"massif central";728108;2250300;1993;580;6.233668342;10.56532663;0;1;0;0;0;1.2;16.85;8.8;-47.33983
"5D41047";"new";"massif central";727318;2219817;1993;680;6.48241206;9.052763819;0;1;0;0;0;0.65;16.45;8.3;-33.28624
"5D41048";"new";"massif central";729350;2213857;1993;720;5.832914573;10.67336683;0;1;0;0;0;1.3;17.65;9.3;-57.26773
"5D41050";"new";"massif central";731844;2225141;1993;760;6.049413735;9.394891122;0;1;0;0;0;0.4;16.7;8.4;-34.05984
"5D41057";"new";"massif central";762507;2219113;1993;450;5.25357557;17.15577889;0;1;0;1;0;1.2;18.05;9.55;-70.61555
"5D41062";"new";"massif central";745490;2220677;1993;290;4.366834171;22.28277752;0;0;0;1;0;1.85;19.15;10.35;-76.54921
"5D41064";"new";"massif central";724425;2216198;1993;500;4.538525963;30.57677275;0;0;0;0;1;1.45;17.5;9.25;-49.14866
"5D41067";"new";"massif central";733997;2224077;1993;450;4.11589196;30.76884422;0;0;0;0;1;0.7;17.25;8.85;-41.85492
"5D41073";"new";"massif central";724824;2215317;1993;550;4.1546622;30.09659408;0;0;0;1;0;1.45;17.55;9.3;-51.21354
"5D41074";"new";"massif central";726510;2211239;1993;420;4.499371859;29.04020101;0;0;0;1;0;1.7;18.05;9.65;-57.31685
"5D41079";"new";"massif central";725477;2213218;1993;600;3.777324121;32.90263819;0;0;0;0;0;1.65;17.8;9.5;-54.60345
"5D41081";"new";"massif central";718797;2211970;1993;500;4.188442211;24.3080402;0;0;0;0;0;1.85;17.75;9.5;-62.58872
"5D41105";"new";"massif central";735976;2234018;1993;410;6.470896147;13.98659966;0;1;0;0;0;0.75;17.7;9.1;-56.07947
"5D41110";"new";"massif central";716698;2190583;1993;290;6.900670017;11.2639866;0;1;0;0;0;2.5;18.9;10.4;-75.6136
"5D41111";"new";"massif central";715989;2187678;1993;280;6.873598763;10.90606881;0;1;0;0;0;2.55;18.85;10.45;-75.71342
"5D4888";"new";"massif central";721297;2212687;1993;490;6.90159129;7;0;0;0;0;0;1.7;17.65;9.4;-59.05296
"5D4893";"new";"massif central";717233;2190593;1993;290;5.853643216;7;0;0;0;0;0;2.5;18.9;10.4;-73.54002
"5D4898";"new";"massif central";729582;2248664;1993;600;6.266834171;7;0;0;0;0;0;1.15;17;8.85;-46.29724
"5D4900";"new";"massif central";730053;2247896;1993;580;7.101507538;7;0;0;0;0;0;1.1;17;8.85;-46.1069
"5D4905";"new";"massif central";731184;2255037;1993;600;4.658291457;18.0201005;0;0;0;0;0;1.1;16.7;8.65;-47.17925
"5D4910";"new";"massif central";725479;2202211;1993;300;6.044149318;8.210050251;0;0;0;0;0;2.3;18.95;10.35;-70.93449
"5D4912";"new";"massif central";730875;2224230;1993;770;5.151172529;24.58894472;0;0;0;0;1;0.3;16.4;8.15;-29.85686
"5D4916";"new";"massif central";731505;2240478;1993;620;5.669849246;8.339698492;0;0;0;1;0;0.6;16.85;8.55;-44.04202
"5D4922";"new";"massif central";729290;2223640;1993;840;4.431658291;27.85175879;0;0;0;0;0;0.25;16.15;8.05;-29.25475
"5D4923";"new";"massif central";729854;2222207;1993;860;4.155276382;35.4361809;0;0;0;0;0;0.4;16.45;8.3;-32.41035
"5D4949";"new";"massif central";729384;2229868;1993;660;5.16959799;11.15954774;0;1;0;0;0;0.6;16.85;8.6;-41.11521
"5D4951";"new";"massif central";729840;2222873;1993;850;4.764237856;13.23031826;0;0;0;0;0;0.3;16.25;8.15;-32.41035
"5D4954";"new";"massif central";728944;2253654;1993;450;5.492964824;9.852261307;0;1;0;0;0;1.25;16.8;8.85;-48.93683
"5D4957";"new";"massif central";721775;2211696;1993;560;5.991066443;9.040759352;0;0;0;0;0;1.8;17.9;9.6;-61.38341
"5D4960";"new";"massif central";729393;2211856;1993;400;5.394158291;11.42964824;0;0;0;0;0;1.6;18.05;9.65;-57.63222
"5D4962";"new";"massif central";753274;2210975;1993;400;6.420226131;10.07914573;0;0;0;0;0;1.6;18.25;9.75;-71.24506
"5D4963";"new";"massif central";762501;2219336;1993;450;6.823283082;7;0;1;0;0;0;1.2;18.05;9.55;-70.61555
"5D4974";"new";"massif central";728393;2215837;1993;580;5.592462312;9.657788945;0;0;0;0;0;1.1;17.15;8.95;-42.33881
"5D4975";"new";"massif central";727272;2214813;1993;450;5.262383345;10.79684135;0;0;0;0;0;1.3;17.4;9.15;-48.55929
"5D4976";"new";"massif central";724213;2215416;1993;410;5.633524767;9.623833453;0;0;0;0;0;1.5;17.55;9.3;-51.21354
"5D4977";"new";"massif central";727598;2213819;1993;410;5.218951902;12.00071788;0;0;0;0;0;1.35;17.55;9.25;-52.45009
"5D4978";"new";"massif central";735031;2225435;1993;500;4.768844221;15.21105528;0;0;0;0;0;0.8;17.55;9.05;-45.32477
"5D4984";"new";"massif central";738215;2255308;1993;580;6.648241206;7;0;0;0;0;0;1.1;17.35;8.95;-57.8259
"5D4989";"new";"massif central";728338;2214836;1993;600;4.701005025;15.44677935;0;0;0;0;0;1.2;17.35;9.1;-49.93907
"5D4990";"new";"massif central";728839;2254986;1993;500;4.676716918;12.55326633;0;0;0;0;0;1.25;16.75;8.8;-47.42297
"5D4992";"new";"massif central";723696;2214627;1993;450;4.415689559;14.56281407;0;0;0;0;0;1.5;17.55;9.3;-54.06607
